tripduration,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
882,2017-06-11 17:33:56.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3102,Driggs Ave & Lorimer St,4.072.179.134,-739.504.154,19379,Customer,,unknown
1672,2016-05-30 22:02:04.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3112,Milton St & Franklin St,4.072.906,-7.395.779,20283,Customer,,unknown
633,2017-08-25 08:49:40.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3116,Huron St & Franklin St,4.073.266,-7.395.826,20702,Customer,,unknown
575,2016-07-02 12:49:07.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3116,Huron St & Franklin St,4.073.266,-7.395.826,16150,Customer,,unknown
465,2016-06-26 21:10:52.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3128,21 St & 43 Ave,4.075.052.534,-7.394.594.845,19705,Customer,,unknown
496,2016-08-04 21:51:36.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3127,9 St & 44 Rd,4.074.966,-739.521,23823,Customer,,unknown
303,2017-04-11 08:50:05.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3118,McGuinness Blvd & Eagle St,4.073.555,-7.395.284,26004,Customer,,unknown
870,2017-08-06 14:50:27.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3118,McGuinness Blvd & Eagle St,4.073.555,-7.395.284,30026,Customer,,unknown
288,2017-09-30 11:34:54.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3118,McGuinness Blvd & Eagle St,4.073.555,-7.395.284,16537,Customer,,unknown
1164,2017-08-07 12:01:52.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,16217,Customer,,unknown
841,2017-09-28 20:09:43.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,15098,Customer,,unknown
1095,2018-02-20 11:06:57.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,21577,Customer,1969,unknown
1034,2017-09-24 09:45:27.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,19829,Customer,,unknown
3674,2016-09-17 15:41:33.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,23578,Customer,,unknown
632,2017-06-12 12:51:53.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,26330,Customer,,unknown
983,2017-10-13 16:42:25.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,21626,Customer,1988,female
479,2017-06-24 22:22:32.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,25432,Customer,1993,male
367,2017-09-23 01:26:28.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,26330,Customer,,unknown
6010,2016-07-12 02:42:42.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,16142,Customer,,unknown
2415,2017-04-08 15:39:39.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,28161,Customer,,unknown
1293,2017-06-03 17:13:38.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,17148,Customer,,unknown
1486,2017-07-21 19:19:23.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,19648,Customer,,unknown
5822,2017-07-12 14:30:43.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,21237,Customer,,unknown
469,2017-07-21 16:13:14.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,21234,Customer,,unknown
1002,2016-07-23 13:27:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,16449,Customer,,unknown
1439,2017-04-15 11:05:35.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,16989,Customer,1985,female
869,2017-06-04 21:06:34.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3108,Nassau Ave & Russell St,4.072.557,-7.394.434,27466,Customer,,unknown
1142,2018-04-14 15:37:10.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,2002,Wythe Ave & Metropolitan Ave,40.716.887,-73.963.198,19517,Customer,1969,unknown
1679,2015-11-01 00:57:46.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,18612,Customer,,unknown
6552,2017-09-12 17:54:37.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,16423,Customer,,unknown
155,2016-04-24 13:13:34.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,19469,Customer,,unknown
1716,2016-05-25 20:43:38.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,18725,Customer,,unknown
1151,2016-08-02 12:48:09.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,16584,Customer,,unknown
945,2016-05-30 18:26:40.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,14621,Customer,,unknown
1376,2018-02-21 18:23:26.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,26486,Customer,1969,unknown
1663,2016-05-12 18:54:29.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,24149,Customer,,unknown
1213,2017-07-09 13:41:26.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3142,1 Ave & E 62 St,407.612.274,-7.396.094.022,28081,Customer,,unknown
689,2017-08-16 16:26:42.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3113,Greenpoint Ave & Manhattan Ave,4.073.026,-7.395.394,28668,Customer,,unknown
748,2016-04-02 11:53:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3113,Greenpoint Ave & Manhattan Ave,4.073.026,-7.395.394,18679,Customer,,unknown
1010,2016-06-29 21:04:39.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3107,Bedford Ave & Nassau Ave,4.072.311.651,-7.395.212.324,15717,Customer,,unknown
1400,2016-04-22 18:40:48.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3107,Bedford Ave & Nassau Ave,4.072.311.651,-7.395.212.324,19856,Customer,,unknown
1111,2016-02-21 15:41:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3107,Bedford Ave & Nassau Ave,4.072.311.651,-7.395.212.324,14941,Customer,,unknown
1388,2017-09-07 07:49:54.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,16344,Subscriber,1968,male
1348,2016-07-28 10:03:09.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,25621,Subscriber,1989,male
915,2018-05-26 01:16:36.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3577,34 Ave & 21 St,407.628.138,-739.342.862,26074,Subscriber,1978,male
606,2017-05-12 19:34:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3102,Driggs Ave & Lorimer St,4.072.179.134,-739.504.154,26565,Subscriber,1978,male
772,2016-06-24 20:48:39.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3102,Driggs Ave & Lorimer St,4.072.179.134,-739.504.154,25152,Subscriber,1984,male
554,2018-03-14 19:29:36.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3102,Driggs Ave & Lorimer St,4.072.179.134,-739.504.154,28771,Subscriber,1972,male
1154,2018-05-29 07:43:03.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,469,Broadway & W 53 St,4.076.344.058,-7.398.268.129,32512,Subscriber,1972,male
1257,2017-04-16 17:42:32.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,28804,Subscriber,1984,male
1012,2017-10-19 21:28:06.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3100,Nassau Ave & Newell St,4.072.481.256,-7.394.752.622,21600,Subscriber,1990,male
1421,2017-07-27 20:58:00.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3369,E 82 St & East End Ave,4.077.246.068,-739.468.208,28173,Subscriber,1974,female
921,2016-01-03 09:31:15.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,539,Metropolitan Ave & Bedford Ave,4.071.534.825,-7.396.024.116,23423,Subscriber,1976,male
354,2017-11-09 12:05:06.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3611,Vernon Blvd & 47 Rd,407.449.067,-739.534.573,15570,Subscriber,1982,female
1113,2017-09-20 08:10:48.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,460,S 4 St & Wythe Ave,4.071.285.887,-7.396.590.294,28869,Subscriber,1987,female
774,2017-07-19 09:05:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3123,31 St & Thomson Ave,4.074.469.738,-7.393.540.375,27843,Subscriber,1976,male
617,2017-04-17 08:46:00.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3123,31 St & Thomson Ave,4.074.469.738,-7.393.540.375,18356,Subscriber,1976,male
784,2017-05-05 09:13:46.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3123,31 St & Thomson Ave,4.074.469.738,-7.393.540.375,25992,Subscriber,1976,male
527,2016-01-21 00:18:28.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3112,Milton St & Franklin St,4.072.906,-7.395.779,23321,Subscriber,1989,male
771,2016-09-22 23:07:43.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3116,Huron St & Franklin St,4.073.266,-7.395.826,16111,Subscriber,1967,female
454,2015-11-04 00:35:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3116,Huron St & Franklin St,4.073.266,-7.395.826,22991,Subscriber,1984,male
648,2017-10-07 13:12:13.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3116,Huron St & Franklin St,4.073.266,-7.395.826,15974,Subscriber,1988,female
637,2017-04-29 12:36:50.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3130,21 St & Queens Plaza North,4.075.325.964,-7.394.335.788,28723,Subscriber,1959,female
534,2017-05-19 07:52:23.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3130,21 St & Queens Plaza North,4.075.325.964,-7.394.335.788,14928,Subscriber,1980,unknown
458,2017-05-01 10:08:31.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3130,21 St & Queens Plaza North,4.075.325.964,-7.394.335.788,16160,Subscriber,1991,male
376,2017-05-26 16:45:25.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3130,21 St & Queens Plaza North,4.075.325.964,-7.394.335.788,29027,Subscriber,1992,male
1937,2016-04-18 13:37:34.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3075,Division Ave & Marcy Ave,4.070.708.701,-7.395.796.783,16725,Subscriber,1977,male
2048,2016-01-03 15:14:47.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,491,E 24 St & Park Ave S,4.074.096.374,-7.398.602.213,15189,Subscriber,1979,male
1900,2016-04-20 17:02:28.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,350,Clinton St & Grand St,4.071.559.509,-739.870.295,20799,Subscriber,1979,male
3441,2017-07-22 19:37:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3131,E 68 St & 3 Ave,407.671.284,-7.396.224.618,27759,Subscriber,1991,male
2344,2017-07-18 18:27:47.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3162,W 78 St & Broadway,4.078.339.981,-7.398.093.133,28450,Subscriber,1985,male
442,2017-08-23 20:02:04.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3128,21 St & 43 Ave,4.075.052.534,-7.394.594.845,28616,Subscriber,1988,male
504,2017-11-14 19:25:13.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3128,21 St & 43 Ave,4.075.052.534,-7.394.594.845,32105,Subscriber,1992,male
1056,2017-10-27 11:36:58.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3093,N 6 St & Bedford Ave,4.071.745.169,-7.395.850.939,32546,Subscriber,1981,female
242,2016-07-31 18:33:10.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3127,9 St & 44 Rd,4.074.966,-739.521,25324,Subscriber,1990,female
1428,2017-09-11 08:32:45.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3156,E 72 St & York Ave,4.076.663.814,-7.395.348.296,30020,Subscriber,1988,female
2328,2016-08-07 20:02:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,445,E 10 St & Avenue A,4.072.740.794,-7.398.142.006,22626,Subscriber,1985,male
1847,2017-06-24 13:51:35.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,480,W 53 St & 10 Ave,4.076.669.671,-7.399.061.728,28510,Subscriber,1986,male
2205,2016-01-05 19:47:04.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3175,W 70 St & Amsterdam Ave,4.077.748.046,-7.398.288.594,21659,Subscriber,1975,male
308,2016-09-13 20:24:06.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3118,McGuinness Blvd & Eagle St,4.073.555,-7.395.284,27020,Subscriber,1983,male
1104,2015-10-20 18:56:36.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3118,McGuinness Blvd & Eagle St,4.073.555,-7.395.284,23132,Subscriber,1991,male
1711,2016-04-19 07:20:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,279,Peck Slip & Front St,40.707.873,-7.400.167,14729,Subscriber,1970,male
1628,2016-06-06 15:44:17.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3141,1 Ave & E 68 St,4.076.500.525,-7.395.818.491,17383,Subscriber,1965,female
2158,2015-10-11 19:08:56.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3098,Leonard St & Bayard St,4.071.928,-7.394.861,23361,Subscriber,1985,female
948,2017-10-05 02:31:53.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3619,Newtown Ave & 23 St,407.713.615,-739.246.145,27466,Subscriber,1977,male
1622,2017-09-30 08:50:23.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,466,W 25 St & 6 Ave,4.074.395.411,-7.399.144.871,27705,Subscriber,1982,male
611,2017-09-06 19:17:20.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,18645,Subscriber,1964,male
648,2016-07-24 11:53:21.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,18341,Subscriber,1964,male
563,2017-06-14 22:45:12.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,20365,Subscriber,1973,male
732,2017-09-09 10:29:27.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,30189,Subscriber,1981,male
524,2016-08-31 04:51:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,26704,Subscriber,1981,male
960,2018-05-18 18:00:17.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,31575,Subscriber,1980,male
745,2017-06-07 20:02:39.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,15728,Subscriber,1980,female
484,2017-05-21 10:33:55.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,25294,Subscriber,1981,male
655,2017-08-03 20:19:05.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,19138,Subscriber,1986,male
1982,2015-11-21 17:23:56.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,19253,Subscriber,1989,male
578,2016-09-02 14:29:50.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,23171,Subscriber,1990,male
539,2016-08-28 17:39:04.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,22725,Subscriber,1994,male
471,2016-04-14 01:26:11.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,20199,Subscriber,1994,male
440,2017-11-20 16:52:31.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,32845,Subscriber,1983,male
629,2017-06-25 13:10:07.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,18929,Subscriber,1964,male
1837,2017-05-01 16:51:19.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3241,Monroe St & Tompkins Ave,40.686.203,-73.944.694,28188,Subscriber,1987,male
922,2017-05-20 11:53:38.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3090,N 8 St & Driggs Ave,4.071.774.592,-7.395.600.096,15730,Subscriber,1985,male
968,2016-05-24 23:55:49.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3088,Union Ave & Jackson St,407.160.751,-73.952.029,16344,Subscriber,1986,female
405,2017-07-08 17:28:57.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,27176,Subscriber,1996,male
409,2016-08-14 10:04:03.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,25676,Subscriber,1964,male
462,2015-10-17 10:32:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,17465,Subscriber,1964,male
448,2016-06-12 10:10:53.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,25202,Subscriber,1964,male
519,2015-12-05 16:31:37.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,16436,Subscriber,1983,male
524,2017-09-13 14:37:33.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,26067,Subscriber,1991,male
392,2016-04-23 15:33:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,22825,Subscriber,1990,male
392,2017-06-12 21:13:38.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,25900,Subscriber,1990,female
406,2017-04-23 12:34:00.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,21023,Subscriber,1974,male
607,2018-04-14 23:05:22.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3126,44 Dr & Jackson Ave,4.074.718.234,-739.432.635,30222,Subscriber,1964,male
522,2018-04-26 13:35:32.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3647,48 Ave & 30 Pl,4.074.128.309,-7.393.725.872,17611,Subscriber,1986,male
350,2016-05-09 18:44:52.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,16752,Subscriber,1951,female
119,2017-05-05 06:37:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3120,Center Blvd & Borden Ave,4.074.161,-7.396.044,26480,Subscriber,1980,male
2074,2016-09-13 08:13:41.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,488,W 39 St & 9 Ave,4.075.645.824,-7.399.372.222,26357,Subscriber,1985,male
74,2018-05-05 22:03:23.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3613,Center Blvd & 48 Ave,40.745.038,-73.957.539,33417,Subscriber,1955,male
2555,2015-11-05 23:59:43.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,401,Allen St & Rivington St,4.072.019.576,-7.398.997.825,22750,Subscriber,1989,male
800,2017-10-05 22:21:42.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3610,Vernon Blvd & 30 Rd,40.770.845,-73.934.171,27817,Subscriber,1973,male
1446,2016-09-28 08:48:25.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,16514,Subscriber,1970,male
260,2017-04-18 09:02:34.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,14936,Subscriber,1971,male
288,2017-07-26 09:01:19.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,15753,Subscriber,1971,male
263,2016-04-29 12:51:14.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,18571,Subscriber,1978,male
301,2017-05-24 09:47:36.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,28672,Subscriber,1984,male
301,2018-04-24 10:12:06.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,29428,Subscriber,1959,unknown
194,2017-09-25 16:12:23.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,20360,Subscriber,1987,male
155,2017-04-28 17:04:45.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,27995,Subscriber,1989,male
170,2017-10-07 16:28:54.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,28622,Subscriber,1993,male
248,2017-08-29 06:31:03.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,28219,Subscriber,1989,male
231,2017-05-17 19:17:12.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3125,45 Rd & 11 St,4.074.708.586,-7.394.977.234,27803,Subscriber,1975,male
1731,2017-04-10 17:18:05.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3165,Central Park West & W 72 St,4.077.579.377,-7.397.620.574,26807,Subscriber,1980,male
1127,2015-12-08 16:29:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3104,Kent Ave & N 7 St,4.072.057.658,-7.396.150.225,22285,Subscriber,1965,male
292,2016-04-30 14:34:17.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,22735,Subscriber,1976,male
289,2017-08-12 18:16:21.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,19568,Subscriber,1974,male
368,2016-08-23 11:08:20.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,22811,Subscriber,1971,female
222,2018-02-01 09:21:40.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,17827,Subscriber,1976,male
396,2016-09-11 19:04:09.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,26357,Subscriber,1984,male
443,2017-11-09 18:53:55.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,32610,Subscriber,1985,male
