tripduration,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
262,2016-07-17 12:24:44.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,401,Allen St & Rivington St,4.072.019.576,-7.398.997.825,17939,Subscriber,1987,male
601,2016-09-24 09:31:20.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,174,E 25 St & 1 Ave,407.381.765,-7.397.738.662,23420,Subscriber,1947,male
681,2016-09-07 20:47:51.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,174,E 25 St & 1 Ave,407.381.765,-7.397.738.662,20211,Subscriber,1976,male
726,2016-08-27 20:35:15.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,174,E 25 St & 1 Ave,407.381.765,-7.397.738.662,24208,Subscriber,1994,male
466,2016-07-20 07:43:34.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,296,Division St & Bowery,4.071.413.089,-739.970.468,17425,Subscriber,1973,male
1476,2016-09-10 14:38:18.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3402,Court St & State St,406.902.375,-7.399.203.074,26390,Subscriber,1990,male
581,2016-07-14 10:39:48.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,284,Greenwich Ave & 8 Ave,4.073.901.691,-7.400.263.761,19416,Subscriber,1981,male
898,2016-08-19 19:20:53.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,284,Greenwich Ave & 8 Ave,4.073.901.691,-7.400.263.761,19322,Subscriber,1980,male
557,2016-08-18 01:15:25.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,2009,Catherine St & Monroe St,4.071.117.444,-7.399.682.619,26511,Subscriber,1984,female
437,2016-09-03 15:14:35.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,303,Mercer St & Spring St,4.072.362.738,-7.399.949.601,23852,Subscriber,1996,female
457,2016-09-21 07:14:47.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,303,Mercer St & Spring St,4.072.362.738,-7.399.949.601,15414,Subscriber,1970,female
262,2016-09-13 07:46:07.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,303,Mercer St & Spring St,4.072.362.738,-7.399.949.601,15038,Subscriber,1977,male
519,2016-09-12 18:05:51.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,303,Mercer St & Spring St,4.072.362.738,-7.399.949.601,26147,Subscriber,1984,male
299,2016-09-07 07:52:59.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,303,Mercer St & Spring St,4.072.362.738,-7.399.949.601,15842,Subscriber,1982,female
586,2016-07-30 14:10:44.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,303,Mercer St & Spring St,4.072.362.738,-7.399.949.601,22446,Subscriber,1983,female
1081,2016-09-25 11:46:46.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,164,E 47 St & 2 Ave,4.075.323.098,-7.397.032.517,25898,Subscriber,1987,female
2106,2016-09-09 23:01:45.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,313,Washington Ave & Park Ave,4.069.610.226,-7.396.751.037,24897,Subscriber,1993,female
1534,2016-08-06 11:30:20.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,268,Howard St & Centre St,4.071.910.537,-7.399.973.337,19439,Subscriber,1990,male
670,2016-08-31 19:14:23.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,411,E 6 St & Avenue D,4.072.228.087,-7.397.668.709,22346,Subscriber,1972,male
612,2016-09-02 09:26:34.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,248,Laight St & Hudson St,4.072.185.379,-7.400.771.779,19211,Subscriber,1989,male
626,2016-09-02 18:17:39.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,307,Canal St & Rutgers St,4.071.427.487,-7.398.990.025,24047,Subscriber,1974,female
659,2016-09-09 22:01:25.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,482,W 15 St & 7 Ave,4.073.935.542,-7.399.931.783,26839,Subscriber,1983,female
298,2016-09-18 14:04:40.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,297,E 15 St & 3 Ave,40.734.232,-73.986.923,22876,Subscriber,1988,male
435,2016-09-25 07:53:48.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,297,E 15 St & 3 Ave,40.734.232,-73.986.923,20608,Subscriber,1995,female
1114,2016-09-21 19:02:35.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,518,E 39 St & 2 Ave,4.074.780.373,-739.734.419,26867,Subscriber,1975,female
1055,2016-09-22 08:58:51.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,518,E 39 St & 2 Ave,4.074.780.373,-739.734.419,25341,Subscriber,1985,female
1503,2016-08-29 08:52:52.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,362,Broadway & W 37 St,4.075.172.632,-7.398.753.523,20723,Subscriber,1954,female
1260,2016-08-05 09:13:00.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,362,Broadway & W 37 St,4.075.172.632,-7.398.753.523,15012,Subscriber,1989,female
522,2016-09-26 12:50:35.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,537,Lexington Ave & E 24 St,4.074.025.878,-7.398.409.214,16949,Subscriber,1993,male
597,2016-09-12 09:08:31.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,537,Lexington Ave & E 24 St,4.074.025.878,-7.398.409.214,16848,Subscriber,1993,male
128,2016-09-28 13:58:33.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,229,Great Jones St,4.072.743.423,-7.399.379.025,23154,Subscriber,1996,male
175,2016-09-09 08:52:31.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,229,Great Jones St,4.072.743.423,-7.399.379.025,15444,Subscriber,1996,male
1769,2016-09-18 23:33:18.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3305,E 91 St & 2 Ave,407.811.223,-7.394.965.589,23936,Subscriber,1987,unknown
2200,2016-07-17 15:00:46.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3167,Amsterdam Ave & W 73 St,4.077.966.809,-7.398.093.045,22889,Subscriber,1981,female
283,2016-09-12 14:53:16.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,161,LaGuardia Pl & W 3 St,4.072.917.025,-7.399.810.231,18039,Subscriber,1996,male
431,2016-09-25 16:32:20.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,161,LaGuardia Pl & W 3 St,4.072.917.025,-7.399.810.231,22847,Subscriber,1969,male
1390,2016-08-27 13:29:10.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,25501,Subscriber,1984,female
1479,2016-09-27 19:57:33.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,18469,Subscriber,1988,male
324,2016-08-28 18:01:20.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,336,Sullivan St & Washington Sq,4.073.047.747,-7.399.906.065,22031,Subscriber,1990,male
1024,2016-08-17 16:20:47.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,2002,Wythe Ave & Metropolitan Ave,40.716.887,-73.963.198,25913,Subscriber,1980,male
773,2016-07-27 08:50:02.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,2010,Grand St & Greene St,4.072.165.481,-7.400.234.737,16575,Subscriber,1990,female
874,2016-09-14 19:36:37.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,357,E 11 St & Broadway,4.073.261.787,-7.399.158.043,24904,Subscriber,1991,male
1414,2016-09-14 15:46:39.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,477,W 41 St & 8 Ave,4.075.640.548,-739.900.262,22782,Subscriber,1971,male
721,2016-09-20 13:10:58.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,380,W 4 St & 7 Ave S,4.073.401.143,-7.400.293.877,22022,Subscriber,1988,male
687,2016-09-18 10:01:57.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,146,Hudson St & Reade St,4.071.625.008,-740.091.059,23232,Subscriber,1996,female
691,2016-09-02 10:53:47.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,434,9 Ave & W 18 St,4.074.317.449,-7.400.366.443,20505,Subscriber,1980,male
676,2016-08-29 20:19:29.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,285,Broadway & E 14 St,4.073.454.567,-7.399.074.142,24304,Subscriber,1994,male
456,2016-09-26 10:50:18.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,285,Broadway & E 14 St,4.073.454.567,-7.399.074.142,20966,Subscriber,1988,male
1170,2016-08-24 08:57:38.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,517,Pershing Square South,40.751.581,-7.397.791,26013,Subscriber,1970,male
1965,2016-09-16 22:17:21.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3356,Amsterdam Ave & W 66 St,407.746.671,-7.398.470.567,27234,Subscriber,1976,male
572,2016-08-24 20:36:43.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,369,Washington Pl & 6 Ave,4.073.224.119,-7.400.026.394,25060,Subscriber,1994,male
404,2016-07-31 03:53:33.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,311,Norfolk St & Broome St,407.172.274,-7.398.802.084,18768,Subscriber,1963,male
1014,2016-08-12 09:35:52.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,415,Pearl St & Hanover Square,407.047.177,-7.400.926.027,25894,Subscriber,1981,male
800,2016-07-23 08:31:33.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3224,W 13 St & Hudson St,4.073.997.354,-7.400.513.873,18848,Subscriber,1967,male
703,2016-08-30 08:35:12.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3224,W 13 St & Hudson St,4.073.997.354,-7.400.513.873,16757,Subscriber,1987,male
1132,2016-09-18 17:09:17.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,509,9 Ave & W 22 St,407.454.973,-7.400.197.139,20309,Subscriber,1974,male
1736,2016-09-25 15:52:30.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,430,York St & Jay St,407.014.851,-7.398.656.928,27022,Subscriber,1985,female
2175,2016-09-18 13:51:24.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3226,W 82 St & Central Park West,4.078.275,-7.397.137,23303,Subscriber,1990,male
535,2016-09-16 23:34:22.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,368,Carmine St & 6 Ave,4.073.038.599,-7.400.214.988,23635,Subscriber,1984,male
283,2016-09-08 16:52:38.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3260,Mercer St & Bleecker St,4.072.706.363,-7.399.662.137,25223,Subscriber,1984,male
430,2016-08-02 09:16:14.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3260,Mercer St & Bleecker St,4.072.706.363,-7.399.662.137,15804,Subscriber,1987,male
396,2016-09-08 15:40:04.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,361,Allen St & Hester St,4.071.605.866,-7.399.190.759,26461,Subscriber,1967,male
2268,2016-08-19 10:18:19.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,173,Broadway & W 49 St,4.076.068.327,-7.398.452.729,17180,Subscriber,1968,female
1147,2016-08-22 16:07:01.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,438,St Marks Pl & 1 Ave,4.072.779.126,-7.398.564.945,14637,Subscriber,1970,male
1060,2016-07-25 09:23:35.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,260,Broad St & Bridge St,4.070.365.182,-7.401.167.797,20114,Subscriber,1981,male
191,2016-08-10 18:51:15.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,326,E 11 St & 1 Ave,4.072.953.837,-7.398.426.726,23246,Subscriber,1979,male
175,2016-07-24 19:51:39.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,326,E 11 St & 1 Ave,4.072.953.837,-7.398.426.726,23238,Subscriber,1991,male
208,2016-09-07 20:02:03.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,326,E 11 St & 1 Ave,4.072.953.837,-7.398.426.726,26044,Subscriber,1989,male
217,2016-09-09 18:04:42.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,326,E 11 St & 1 Ave,4.072.953.837,-7.398.426.726,25449,Subscriber,1967,male
1042,2016-08-20 09:05:32.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,137,E 56 St & Madison Ave,40.761.628,-73.972.924,22460,Subscriber,1992,male
1381,2016-08-20 12:36:07.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3107,Bedford Ave & Nassau Ave,4.072.311.651,-7.395.212.324,26452,Subscriber,1991,male
895,2016-08-05 15:28:39.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,417,Barclay St & Church St,4.071.291.224,-7.401.020.234,25524,Subscriber,1979,male
895,2016-07-21 14:43:30.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,417,Barclay St & Church St,4.071.291.224,-7.401.020.234,23556,Subscriber,1979,male
655,2016-09-23 07:32:07.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,417,Barclay St & Church St,4.071.291.224,-7.401.020.234,16878,Subscriber,1987,male
920,2016-09-08 07:58:19.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,316,Fulton St & William St,4.070.955.958,-7.400.653.609,17852,Subscriber,1993,male
943,2016-09-23 09:45:21.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,316,Fulton St & William St,4.070.955.958,-7.400.653.609,24968,Subscriber,1993,male
591,2016-08-01 09:32:07.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,377,6 Ave & Canal St,4.072.243.797,-7.400.566.443,18006,Subscriber,1988,female
809,2016-09-13 12:49:13.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,355,Bayard St & Baxter St,4.071.602.118,-7.399.974.372,22956,Subscriber,1967,male
573,2016-09-19 09:31:36.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,355,Bayard St & Baxter St,4.071.602.118,-7.399.974.372,24134,Subscriber,1988,male
459,2016-09-12 22:34:48.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,511,E 14 St & Avenue B,4.072.938.685,-7.397.772.429,25624,Subscriber,1997,female
633,2016-08-15 22:48:55.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,511,E 14 St & Avenue B,4.072.938.685,-7.397.772.429,26046,Subscriber,1960,male
322,2016-09-12 13:52:40.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,511,E 14 St & Avenue B,4.072.938.685,-7.397.772.429,26767,Subscriber,1981,male
492,2016-09-14 23:20:25.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,511,E 14 St & Avenue B,4.072.938.685,-7.397.772.429,17171,Subscriber,1987,male
860,2016-08-30 23:27:43.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,511,E 14 St & Avenue B,4.072.938.685,-7.397.772.429,26770,Subscriber,1988,male
475,2016-08-03 22:00:20.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,128,MacDougal St & Prince St,4.072.710.258,-7.400.297.088,25784,Subscriber,1988,male
494,2016-09-19 08:56:39.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,128,MacDougal St & Prince St,4.072.710.258,-7.400.297.088,19489,Subscriber,1988,male
510,2016-08-15 09:09:45.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,128,MacDougal St & Prince St,4.072.710.258,-7.400.297.088,18552,Subscriber,1988,male
519,2016-08-23 08:45:36.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,128,MacDougal St & Prince St,4.072.710.258,-7.400.297.088,17439,Subscriber,1991,female
432,2016-07-21 21:16:42.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,128,MacDougal St & Prince St,4.072.710.258,-7.400.297.088,25481,Subscriber,1992,male
2050,2016-09-15 08:45:39.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,3140,1 Ave & E 78 St,4.077.140.426,-739.535.166,20017,Subscriber,1985,female
807,2016-08-18 09:11:17.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,503,E 20 St & Park Ave,4.073.827.428,-7.398.751.968,17549,Subscriber,1968,male
774,2016-08-26 07:32:45.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,503,E 20 St & Park Ave,4.073.827.428,-7.398.751.968,25302,Subscriber,1992,male
275,2016-07-25 12:47:11.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,393,E 5 St & Avenue C,4.072.299.208,-7.397.995.466,23262,Subscriber,1984,male
799,2016-07-13 19:21:21.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,435,W 21 St & 6 Ave,4.074.173.969,-7.399.415.556,23400,Subscriber,1978,male
1106,2016-08-02 12:23:13.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,492,W 33 St & 7 Ave,4.075.019.995,-7.399.093.085,17985,Subscriber,1971,male
1180,2016-07-17 21:45:42.000000 UTC,3265,E 2 St & 2 Ave,4.072.456.343,-7.398.944.378,492,W 33 St & 7 Ave,4.075.019.995,-7.399.093.085,25660,Subscriber,1977,male
