station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
1796642668661690940,Caton Ave & Argyle Rd,3303.03,40.649681,-73.967829,0,"KEY, CREDITCARD",21,false,18,0,2,0,true,true,true,false,2024-03-07 00:07:06.000000 UTC
1835249197527877718,100 St & 37 Ave,6499.06,40.75243,-73.86717,0,"KEY, CREDITCARD",20,false,18,0,2,0,true,true,true,false,2024-03-07 00:06:41.000000 UTC
1846086665080867236,100 St & Lewis Ave,6105.02,40.73988,-73.86012,0,"KEY, CREDITCARD",21,false,19,0,2,0,true,true,true,false,2024-03-07 00:07:03.000000 UTC
1846085836152179090,Corona Ave & 92 St,6155.03,40.7424,-73.87251,0,"KEY, CREDITCARD",21,false,19,0,2,0,true,true,true,false,2024-03-07 00:06:09.000000 UTC
1846086562569586930,Corona Ave & 102 St,6222.04,40.74419,-73.8619,0,"KEY, CREDITCARD",21,false,19,0,2,0,true,true,true,false,2024-03-07 00:06:15.000000 UTC
1880644160834607498,49 Ave & 27 St,6119.01,40.74113,-73.942518,0,"KEY, CREDITCARD",25,false,23,0,2,0,true,true,true,false,2024-03-07 00:06:51.000000 UTC
1882735457106787122,11 St & 44 Rd,6319.04,40.749207,-73.949373,0,"KEY, CREDITCARD",27,false,25,0,2,0,true,true,true,false,2024-03-07 00:06:10.000000 UTC
1906248765431831024,82 St & Broadway,6132.01,40.74281,-73.88296,0,"KEY, CREDITCARD",30,false,28,0,2,0,true,true,true,false,2024-03-07 00:05:49.000000 UTC
1913995167022829826,72 St & 31 Ave,6686.07,40.7584,-73.89531,0,"KEY, CREDITCARD",3,false,0,0,3,0,false,false,false,false,2024-03-06 11:09:49.000000 UTC
1849009534951225816,Corona Ave & 98 St,6188.04,40.74448,-73.86516,0,"KEY, CREDITCARD",19,false,16,0,3,0,true,true,true,false,2024-03-07 00:06:35.000000 UTC
1828966747840428256,73 St & 25 Ave,6757.03,40.76205,-73.895,0,"KEY, CREDITCARD",19,false,16,0,3,0,true,true,true,false,2024-03-07 00:05:37.000000 UTC
1848241963446241866,97 St & 57 Ave,5953.03,40.73727,-73.86415,0,"KEY, CREDITCARD",20,false,17,0,3,0,true,true,true,false,2024-03-07 00:06:30.000000 UTC
1799624430022654108,Dwight St & Dikeman St,4054.06,40.674875038561687,-74.010480185714812,0,"KEY, CREDITCARD",21,false,18,0,3,0,true,true,true,false,2024-03-07 00:07:12.000000 UTC
1848242058183072050,99 St & 50 Ave,6146.01,40.74278,-73.86226,0,"KEY, CREDITCARD",21,false,18,0,3,0,true,true,true,false,2024-03-07 00:06:40.000000 UTC
1861682182353914188,W 238 St & Tibbett Ave,8897.05,40.88602,-73.90232,0,"KEY, CREDITCARD",21,false,18,0,3,0,true,true,true,false,2024-03-07 00:06:50.000000 UTC
1849010226198182476,51 Ave & Corona Ave,6213.01,40.74373,-73.85583,0,"KEY, CREDITCARD",22,false,19,0,3,0,true,true,true,false,2024-03-07 00:05:36.000000 UTC
1861678548643203686,Crotona Pkwy & Bronx Park S,8325.12,40.84784,-73.883,0,"KEY, CREDITCARD",25,false,22,0,3,0,true,true,true,false,2024-03-07 00:06:57.000000 UTC
1846086463217404850,94 St & 57 Ave,5920.03,40.73628,-73.86752,0,"KEY, CREDITCARD",25,false,22,0,3,0,true,true,true,false,2024-03-07 00:06:37.000000 UTC
1817432709747753390,Church Ave & E 42 St,3309.04,40.65127,-73.93818,0,"KEY, CREDITCARD",25,false,22,0,3,0,true,true,true,false,2024-03-07 00:06:11.000000 UTC
1884688942632618210,29 St & Skillman Ave,6194.06,40.744831,-73.938411,0,"KEY, CREDITCARD",27,false,24,0,3,0,true,true,true,false,2024-03-07 00:07:22.000000 UTC
1857217122161783302,111 St & 49 Ave,6287.02,40.74612,-73.85272,0,"KEY, CREDITCARD",30,false,26,0,3,0,true,true,true,false,2024-03-07 00:07:06.000000 UTC
1869753195262578852,E 179 St & Daly Ave,8268.08,40.84335,-73.88247,0,"KEY, CREDITCARD",19,false,15,0,4,0,true,true,true,false,2024-03-07 00:06:56.000000 UTC
1828966104320053340,72 St & Northern Blvd,6570.06,40.75473,-73.89458,0,"KEY, CREDITCARD",19,false,15,0,4,0,true,true,true,false,2024-03-07 00:07:16.000000 UTC
1820420022433309054,E 34 St & Linden Blvd,3391.10,40.65302,-73.94599,0,"KEY, CREDITCARD",24,false,20,0,4,0,true,true,true,false,2024-03-07 00:06:34.000000 UTC
1843486597735840252,South Railroad Ave & Broadway,6090.03,40.741,-73.88027,0,"KEY, CREDITCARD",25,false,21,0,4,0,true,true,true,false,2024-03-07 00:06:21.000000 UTC
1861682444178541220,Broadway & W 238 St,8879.03,40.88524,-73.90077,0,"KEY, CREDITCARD",30,false,26,0,4,0,true,true,true,false,2024-03-07 00:06:27.000000 UTC
1877653505745721834,74 St & Woodside Ave,6216.01,40.74325,-73.89079,0,"KEY, CREDITCARD",19,false,14,0,5,0,true,true,true,false,2024-03-07 00:05:54.000000 UTC
1843486464469891376,76 St & 45 Ave,6099.02,40.7411,-73.88837,0,"KEY, CREDITCARD",19,false,14,0,5,0,true,true,true,false,2024-03-07 00:06:48.000000 UTC
1864605386632012480,E 184 St & 3 Ave,8467.03,40.85472,-73.89022,0,"KEY, CREDITCARD",19,false,15,0,5,0,true,true,true,false,2024-03-07 00:07:21.000000 UTC
1838685618105506490,98 St & 25 Ave,6840.02,40.76454,-73.87171,0,"KEY, CREDITCARD",20,false,15,0,5,0,true,true,true,false,2024-03-07 00:06:46.000000 UTC
1856767361963389606,Van Cleef St & 108 St,6096.01,40.74096,-73.85357,0,"KEY, CREDITCARD",20,false,15,0,5,0,true,true,true,false,2024-03-07 00:07:18.000000 UTC
1849010295160437584,Waldron St & 108 St,6020.02,40.73916,-73.8526,0,"KEY, CREDITCARD",20,false,15,0,5,0,true,true,true,false,2024-03-07 00:06:59.000000 UTC
1828969323789472168,92 St & Astoria Blvd,6810.01,40.76313,-73.8772,0,"KEY, CREDITCARD",18,false,12,0,6,0,true,true,true,false,2024-03-07 00:07:24.000000 UTC
1860190006584693708,E 187 St & 3 Ave,8489.06,40.85724,-73.8909,0,"KEY, CREDITCARD",19,false,13,0,6,0,true,true,true,false,2024-03-07 00:07:10.000000 UTC
1814906873296976512,Albemarle Rd & E 21 St,3180.09,40.64741,-73.95933,0,"KEY, CREDITCARD",21,false,15,0,6,0,true,true,true,false,2024-03-07 00:05:49.000000 UTC
1876800925490112950,Arthur Ave & E Tremont Ave,8293.12,40.84616,-73.89322,0,"KEY, CREDITCARD",19,false,12,0,7,0,true,true,true,false,2024-03-07 00:07:17.000000 UTC
3bf91ca1-14fd-4e51-858e-36a203f1af2a,Grove St & Fresh Pond Rd,5168.04,40.71032,-73.89955,0,"KEY, CREDITCARD",19,false,12,0,7,0,true,true,true,false,2024-03-07 00:06:36.000000 UTC
1861680889400379678,W 233 St & Albany Crescent,8802.05,40.87979,-73.90164,0,"KEY, CREDITCARD",20,false,13,0,7,0,true,true,true,false,2024-03-07 00:05:50.000000 UTC
1862788202397235246,Bailey Ave & W 229 St,8741.01,40.87449,-73.90467,0,"KEY, CREDITCARD",21,false,14,0,7,0,true,true,true,false,2024-03-07 00:06:29.000000 UTC
1835247469495105628,25 Ave & 96 St,6877.06,40.76447,-73.87369,0,"KEY, CREDITCARD",21,false,14,0,7,0,true,true,true,false,2024-03-07 00:06:42.000000 UTC
1893542109140147108,Caton Ave & St. Pauls Pl,3335.09,40.65153,-73.96277,0,"KEY, CREDITCARD",21,false,14,0,7,0,true,true,true,false,2024-03-07 00:07:27.000000 UTC
1846086138339179502,103 St & 41 Ave,6337.09,40.74875,-73.86285,0,"KEY, CREDITCARD",23,false,16,0,7,0,true,true,true,false,2024-03-07 00:05:43.000000 UTC
1835250199411134468,Ditmars Blvd & 102 St,6970.02,40.76894,-73.86832,0,"KEY, CREDITCARD",25,false,18,0,7,0,true,true,true,false,2024-03-07 00:06:01.000000 UTC
1838071090619298218,114 St & 39 Ave,6524.01,40.7532,-73.853,0,"KEY, CREDITCARD",30,false,23,0,7,0,true,true,true,false,2024-03-07 00:07:15.000000 UTC
1875672501601550456,Lorimer St & Harrison Ave,4892.02,40.702726,-73.94984,0,"KEY, CREDITCARD",18,false,10,0,8,0,true,true,true,false,2024-03-07 00:06:34.000000 UTC
1828967208126648828,23 Ave & 83 St,6921.04,40.76646,-73.88674,0,"KEY, CREDITCARD",19,false,11,0,8,0,true,true,true,false,2024-03-07 00:06:32.000000 UTC
1835249854657874848,31 Ave & 103 St,6763.08,40.76134,-73.86666,0,"KEY, CREDITCARD",20,false,12,0,8,0,true,true,true,false,2024-03-07 00:07:09.000000 UTC
1814901062206225038,Lenox Rd & E 43 St,3495.08,40.65496,-73.93765,0,"KEY, CREDITCARD",21,false,13,0,8,0,true,true,true,false,2024-03-07 00:06:42.000000 UTC
1823008917260927616,Brooklyn Ave & Tilden Ave,3205.06,40.64725,-73.94352,0,"KEY, CREDITCARD",24,false,16,0,8,0,true,true,true,false,2024-03-07 00:06:31.000000 UTC
1814900898997467540,Clarkson Ave & E 37 St,3463.01,40.65577,-73.9432,0,"KEY, CREDITCARD",22,false,12,0,9,0,true,true,true,false,2024-03-07 00:05:45.000000 UTC
1828968994833044184,91 St & 31 Ave,6741.03,40.76022,-73.87774,0,"KEY, CREDITCARD",21,false,12,0,9,0,true,true,true,false,2024-03-07 00:07:19.000000 UTC
1846085734612252774,98 St & 41 Ave,6304.04,40.74773,-73.86649,0,"KEY, CREDITCARD",22,false,13,0,9,0,true,true,true,false,2024-03-07 00:07:11.000000 UTC
1876864480506022446,Whitney Ave & Ketcham Pl,6165.06,40.74249,-73.87809,0,"KEY, CREDITCARD",25,false,16,0,9,0,true,true,true,false,2024-03-07 00:07:19.000000 UTC
1817432606668538118,E 34 St & Church Ave,3318.05,40.65116,-73.94577,0,"KEY, CREDITCARD",25,false,16,0,9,0,true,true,true,false,2024-03-07 00:07:07.000000 UTC
1869439368558197224,Wallabout St & Kent Ave,4826.04,40.6991049,-73.960633406,0,"KEY, CREDITCARD",23,false,13,0,10,0,true,true,true,false,2024-03-07 00:06:09.000000 UTC
1786697932047949952,Manhattan Ave & Devoe St,5219.05,40.713532,-73.9459867,0,"KEY, CREDITCARD",24,false,14,0,10,0,true,true,true,false,2024-03-07 00:07:28.000000 UTC
1786686999403592506,Ash St & Manhattan Ave,6019.04,40.738095,-73.954867,0,"KEY, CREDITCARD",31,false,20,0,10,0,true,true,true,false,2024-03-07 00:05:58.000000 UTC
1882735162923150168,46 Rd & 11 St,6245.08,40.745805,-73.950752,0,"KEY, CREDITCARD",25,false,13,0,11,0,true,true,true,false,2024-03-07 00:07:18.000000 UTC
1898751402035634700,E 51 St & Linden Blvd,3373.01,40.65399,-73.92967,0,"KEY, CREDITCARD",21,false,9,0,12,0,true,true,true,false,2024-03-07 00:06:24.000000 UTC
1860189075388547142,Hughes Ave & Oak Tree Pl,8369.08,40.85079,-73.88945,0,"KEY, CREDITCARD",21,false,9,0,12,0,true,true,true,false,2024-03-07 00:06:05.000000 UTC
1828969726487003714,37 Ave & 106 St,6533.02,40.75397,-73.862,0,"KEY, CREDITCARD",19,false,6,0,13,0,true,true,true,false,2024-03-07 00:06:17.000000 UTC
1835246937517543544,24 Ave & 92 St,6913.03,40.76589,-73.87789,0,"KEY, CREDITCARD",20,false,7,0,13,0,true,true,true,false,2024-03-07 00:06:50.000000 UTC
1869753340438110380,Southern Blvd & E 187 St,8427.05,40.8535,-73.88177,0,"KEY, CREDITCARD",23,false,9,0,13,0,true,true,true,false,2024-03-07 00:07:24.000000 UTC
1836581628905160976,Elmhurst Ave & Roosevelt Ave,6314.02,40.74864,-73.87619,0,"KEY, CREDITCARD",22,false,9,0,13,0,true,true,true,false,2024-03-07 00:06:43.000000 UTC
1898455214498195676,Grand Concourse & E 181 St,8456.05,40.85466,-73.9015,0,"KEY, CREDITCARD",23,false,10,0,13,0,true,true,true,false,2024-03-07 00:06:13.000000 UTC
1859811213834095332,111 St & 53 Ave,6171.02,40.74336,-73.85129,0,"KEY, CREDITCARD",25,false,12,0,13,0,true,true,true,false,2024-03-07 00:05:56.000000 UTC
1862788101231526152,Broadway & W 234 St,8849.03,40.88185,-73.90291,0,"KEY, CREDITCARD",30,false,17,0,13,0,true,true,true,false,2024-03-07 00:06:54.000000 UTC
1835246658344669972,96 St & Northern Blvd,6660.07,40.75712,-73.8722,0,"KEY, CREDITCARD",20,false,6,0,14,0,true,true,true,false,2024-03-07 00:07:08.000000 UTC
1875413335585534272,E 178 St & Monterey Ave,8351.06,40.84749,-73.89464,0,"KEY, CREDITCARD",21,false,7,0,14,0,true,true,true,false,2024-03-07 00:07:12.000000 UTC
1851947582840610924,31 Ave & 84 St,6709.01,40.75947,-73.88431,0,"KEY, CREDITCARD",21,false,7,0,14,0,true,true,true,false,2024-03-07 00:06:38.000000 UTC
1859808514684217788,National St & 45 Ave,6264.06,40.74582,-73.86433,0,"KEY, CREDITCARD",22,false,8,0,14,0,true,true,true,false,2024-03-07 00:06:07.000000 UTC
1860189426558126796,E 182 St & Park Ave,8451.07,40.85455,-73.89507,0,"KEY, CREDITCARD",23,false,8,0,15,0,true,true,true,false,2024-03-07 00:07:19.000000 UTC
1882736243099681438,Davis St & Jackson Ave,6278.05,40.745627,-73.945661,0,"KEY, CREDITCARD",34,false,19,0,15,0,true,true,true,false,2024-03-07 00:06:30.000000 UTC
1869754328201607270,79 St & Woodside Ave,6174.03,40.74364,-73.88622,0,"KEY, CREDITCARD",19,false,3,0,16,0,true,true,true,false,2024-03-07 00:07:12.000000 UTC
1861683747231494964,Eames Pl & Claflin Ave,8672.05,40.8692,-73.90121,0,"KEY, CREDITCARD",20,false,4,0,16,0,true,true,true,false,2024-03-07 00:07:19.000000 UTC
1846085626867634660,Forley St & Lamont Ave,6198.03,40.74463,-73.87386,0,"KEY, CREDITCARD",21,false,4,0,16,0,true,true,true,false,2024-03-07 00:05:38.000000 UTC
1848242143834868452,42 Ave & 108 St,6371.03,40.74944,-73.857920000000007,0,"KEY, CREDITCARD",20,false,4,0,16,0,true,true,true,false,2024-03-07 00:06:21.000000 UTC
1862002854876824190,Elmhurst Ave & Forley St,6240.05,40.74615,-73.87763,0,"KEY, CREDITCARD",21,false,5,0,16,0,true,true,true,false,2024-03-07 00:06:22.000000 UTC
1828968199249922252,86 St & 35 Ave,6475.07,40.7523,-73.88093,0,"KEY, CREDITCARD",21,false,5,0,16,0,true,true,true,false,2024-03-07 00:06:27.000000 UTC
1817432434869846072,Rogers Ave & Snyder Ave,3286.07,40.64871,-73.95218,0,"KEY, CREDITCARD",23,false,7,0,16,0,true,true,true,false,2024-03-07 00:06:34.000000 UTC
1860187692409078310,Crotona Pkwy & Elsmere Pl,8252.03,40.84188,-73.8855,0,"KEY, CREDITCARD",25,false,9,0,16,0,true,true,true,false,2024-03-07 00:06:40.000000 UTC
1899178885660253096,Borden Ave & 25 St,6086.02,40.7396139,-73.945151,0,"KEY, CREDITCARD",27,false,11,0,16,0,true,true,true,false,2024-03-07 00:07:08.000000 UTC
1836581441921155232,79 St & 37 Ave,6365.10,40.74937,-73.88714,0,"KEY, CREDITCARD",21,false,3,0,17,0,true,true,true,false,2024-03-07 00:06:22.000000 UTC
1828969112306680612,90 St & 32 Ave,6668.06,40.75836,-73.87824,0,"KEY, CREDITCARD",20,false,3,0,17,0,true,true,true,false,2024-03-07 00:06:46.000000 UTC
1815968147129520346,Tilden Ave & Nostrand Ave,3172.01,40.64683,-73.94933,0,"KEY, CREDITCARD",22,false,5,0,17,0,true,true,true,false,2024-03-07 00:07:17.000000 UTC
1835244925191295588,95 St & 35 Ave,6465.04,40.75301,-73.87266,0,"KEY, CREDITCARD",23,false,6,0,17,0,true,true,true,false,2024-03-07 00:06:00.000000 UTC
66dbc860-0aca-11e7-82f6-3863bb44ef7c,E 11 St & Broadway,5829.12,40.73261787,-73.99158043,0,"KEY, CREDITCARD",99,false,82,0,17,0,true,true,true,false,2024-03-07 00:07:25.000000 UTC
c45aa693-fedd-478f-ade9-bf176c4e32ff,Crown St & Troy Ave,3751.05,40.66559,-73.93712,0,"KEY, CREDITCARD",20,false,1,0,18,0,true,true,true,false,2024-03-07 00:06:57.000000 UTC
1828968462257099768,32 Ave & 84 St,6636.04,40.75793,-73.88401,0,"KEY, CREDITCARD",19,false,1,0,18,0,true,true,true,false,2024-03-07 00:07:17.000000 UTC
1835247598942507168,99 St & 32 Ave,6660.05,40.75896,-73.86976,0,"KEY, CREDITCARD",20,false,2,0,18,0,true,true,true,false,2024-03-07 00:07:12.000000 UTC
1869753654337059182,Marble Hill Ave & W 225 St,8745.01,40.87471,-73.91099,0,"KEY, CREDITCARD",21,false,3,0,18,0,true,true,true,false,2024-03-07 00:05:59.000000 UTC
1854537815365165328,39 Ave & 99 St,6380.10,40.74962,-73.86677,0,"KEY, CREDITCARD",21,false,3,0,18,0,true,true,true,false,2024-03-07 00:07:14.000000 UTC
1828969634783171152,108 St & 39 Ave,6490.02,40.75165,-73.85915,0,"KEY, CREDITCARD",21,false,3,0,18,0,true,true,true,false,2024-03-07 00:06:48.000000 UTC
1828969515711812276,104 St & 38 Ave,6457.06,40.75138,-73.86242,0,"KEY, CREDITCARD",22,false,4,0,18,0,true,true,true,false,2024-03-07 00:06:50.000000 UTC
1861681959015615218,Van Cortlandt Park S & Dickinson Ave,8859.03,40.88435,-73.88781,0,"KEY, CREDITCARD",25,false,7,0,18,0,true,true,true,false,2024-03-07 00:06:20.000000 UTC
1835249317786962140,99 St & 38 Ave,6423.03,40.75055,-73.86725,0,"KEY, CREDITCARD",30,false,12,0,18,0,true,true,true,false,2024-03-07 00:07:25.000000 UTC
1791472779085971670,57 St & Woodside Ave,6234.01,40.745788612522126,-73.9072778339874,0,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2024-03-07 00:06:39.000000 UTC
1835250080052323168,97 St & 23 Ave,6941.03,40.7683,-73.87331,0,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2024-03-07 00:07:04.000000 UTC
1885439359712500016,Grand Concourse & E 184 St,8531.05,40.85941,-73.8985,0,"KEY, CREDITCARD",23,false,3,0,19,0,true,true,true,false,2024-03-07 00:07:25.000000 UTC
1851674088959433552,Judge St & Britton Ave,6207.06,40.74454,-73.88112,0,"KEY, CREDITCARD",23,false,4,0,19,0,true,true,true,false,2024-03-07 00:06:45.000000 UTC
1840540966407039246,111 St & 37 Ave,6567.03,40.75397,-73.85748,0,"KEY, CREDITCARD",23,false,4,0,19,0,true,true,true,false,2024-03-07 00:06:52.000000 UTC
1891277309535701686,Warren St & Roosevelt Ave,6346.07,40.74919,-73.87054,0,"KEY, CREDITCARD",23,false,4,0,19,0,true,true,true,false,2024-03-07 00:05:45.000000 UTC
1851999409149780880,Church Ave & E 45 St,3341.06,40.65159,-73.93535,0,"KEY, CREDITCARD",24,false,5,0,19,0,true,true,true,false,2024-03-07 00:06:49.000000 UTC
1838070843306263244,112 St & Northern Blvd,6683.01,40.75788,-73.85763,0,"KEY, CREDITCARD",20,false,0,0,20,0,true,true,true,false,2024-03-07 00:06:23.000000 UTC
1875023224873448258,91 St & 23 Ave,6949.03,40.76768,-73.87899,0,"KEY, CREDITCARD",22,false,1,0,20,0,true,true,true,false,2024-03-07 00:05:38.000000 UTC
1835246381185208614,34 Ave & Junction Blvd,6585.11,40.75502,-73.87285,0,"KEY, CREDITCARD",23,false,3,0,20,0,true,true,true,false,2024-03-07 00:06:28.000000 UTC
1849010133527040242,111 St & Roosevelt Ave,6448.07,40.75147,-73.8557,0,"KEY, CREDITCARD",21,false,0,0,21,0,true,true,true,false,2024-03-07 00:06:47.000000 UTC
1835249448692130546,102 St & 34 Ave,6576.07,40.75584,-73.86621,0,"KEY, CREDITCARD",22,false,1,0,21,0,true,true,true,false,2024-03-07 00:06:49.000000 UTC
1871698223344654662,Lee Ave & Taylor St,5053.01,40.706732,-73.961241,0,"KEY, CREDITCARD",25,false,4,0,21,0,true,true,true,false,2024-03-07 00:05:58.000000 UTC
1843486301383097150,41 Ave & 80 St,6249.02,40.74586,-73.88539,0,"KEY, CREDITCARD",25,false,4,0,21,0,true,true,true,false,2024-03-07 00:07:10.000000 UTC
1828968082192898522,86 St & 37 Ave,6399.06,40.75,-73.88062,0,"KEY, CREDITCARD",22,false,0,0,22,0,true,true,true,false,2024-03-07 00:07:15.000000 UTC
1838070940162509196,34 Ave & 113 St,6642.08,40.75696,-73.85612,0,"KEY, CREDITCARD",23,false,1,0,22,0,true,true,true,false,2024-03-07 00:07:18.000000 UTC
1845676816555735590,E 38 St & Church Ave,3350.04,40.65106,-73.94193,0,"KEY, CREDITCARD",24,false,2,0,22,0,true,true,true,false,2024-03-07 00:06:30.000000 UTC
1859438049977968878,Broadway & W 157 St,8123.06,40.834027401435279,-73.945108134426476,0,"KEY, CREDITCARD",31,false,9,0,22,0,true,true,true,false,2024-03-07 00:06:19.000000 UTC
6f484a9d-c535-451e-a18f-f3afdc0a27af,Gold St & Frankfort St,5137.12,40.71069995,-74.00354147,0,"KEY, CREDITCARD",40,false,18,0,22,0,true,true,true,false,2024-03-07 00:07:04.000000 UTC
1828967979464708718,87 St & Roosevelt Ave,6356.01,40.74825,-73.87936,0,"KEY, CREDITCARD",23,false,0,0,23,0,true,true,true,false,2024-03-07 00:05:59.000000 UTC
1838070776953752336,34 Ave & 108 St,6609.03,40.75614,-73.86084,0,"KEY, CREDITCARD",23,false,0,0,23,0,true,true,true,false,2024-03-07 00:06:38.000000 UTC
1836581714456697424,93 St & Roosevelt Ave,6390.05,40.74888,-73.87368,0,"KEY, CREDITCARD",24,false,0,0,24,0,true,true,true,false,2024-03-07 00:07:18.000000 UTC
1885440410432338078,E 182 St & Grand Concourse,8494.07,40.85591,-73.90051,0,"KEY, CREDITCARD",26,false,1,0,24,0,true,true,true,false,2024-03-07 00:07:20.000000 UTC
8aad788d-c7eb-4fca-a426-c39f47741a6f,President St & Nostrand Ave,3839.02,40.66811,-73.9505,0,"KEY, CREDITCARD",28,false,0,0,26,0,true,true,true,false,2024-03-07 00:05:58.000000 UTC
